Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 13;Das Mädchen war einfach ein Engel.;Manchmal fragte ich mich, was sie an mir fand, aber da war wohl wirklich was.;Wir lernten uns vor dem Deutschen Theater kennen.;was;n;indefinite pronoun;;;;n;15;[['Manchmal', 'ADV', 'manchmal'], ['fragte', 'VVFIN', 'fragen'], ['ich', 'PPER', 'ich'], ['mich', 'PRF', 'ich'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['sie', 'PPER', 'sie'], ['an', 'APPR', 'an'], ['mir', 'PPER', 'ich'], ['fand', 'VVFIN', 'finden'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['da', 'ADV', 'da'], ['war', 'VAFIN', 'sein'], ['wohl', 'ADV', 'wohl'], ['wirklich', 'ADJD', 'wirklich'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Das', 'ART', 'die'], ['Mädchen', 'NN', 'Mädchen'], ['war', 'VAFIN', 'sein'], ['einfach', 'ADJD', 'einfach'], ['ein', 'ART', 'eine'], ['Engel', 'NN', 'Engel'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 14;Er heißt Kohnert und gab bei uns Englisch.;Er hielt in der einen Hand das Klassenbuch, und in der anderen Hand hielt er auch irgendwas, ich weiß nicht mehr, was.;Er hat nie eine Hand frei, wenn man ihm begegnet.;was;y;;wissen;-1;m, bef;y, nicht;22;[['Er', 'PPER', 'er'], ['hielt', 'VVFIN', 'halten'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['einen', 'ADJA', 'einen'], ['Hand', 'NN', 'Hand'], ['das', 'ART', 'die'], ['Klassenbuch', 'NN', 'Klassenbuch'], [',', '$,', ','], ['und', 'KON', 'und'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['anderen', 'PIAT', 'andere'], ['Hand', 'NN', 'Hand'], ['hielt', 'VVFIN', 'halten'], ['er', 'PPER', 'er'], ['auch', 'ADV', 'auch'], ['irgendwas', 'PIS', 'irgendwas'], [',', '$,', ','], ['ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['mehr', 'ADV', 'mehr'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['heißt', 'VVFIN', 'heißen'], ['Kohnert', 'ADJD', '<unknown>'], ['und', 'KON', 'und'], ['gab', 'VVFIN', 'geben'], ['bei', 'APPR', 'bei'], ['uns', 'PPER', 'wir'], ['Englisch', 'NN', 'Englisch'], ['.', '$.', '.']];PRELS;wissen;y;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 25;Damals stieß sich Kohnert nicht daran.;Und dann so was.;Wahrscheinlich war Kohnert froh, daß er wegen der Werkstatt weiter keine Arbeit mit uns hatte.;was;n;indefinite pronoun;;;;n;4;[['Und', 'KON', 'und'], ['dann', 'ADV', 'dann'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Damals', 'ADV', 'damals'], ['stieß', 'VVFIN', 'stoßen'], ['sich', 'PRF', 'sich'], ['Kohnert', 'ADJD', '<unknown>'], ['nicht', 'PTKNEG', 'nicht'], ['daran', 'PAV', 'daran'], ['.', '$.', '.']];PIS;stoßen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 29;Ich hätte ihm gern was gesagt, aber mir fiel nichts Ordentliches ein.;Ich mußte immer nur daran denken, daß vielleicht was in der Zeitung steht, »Rowdy festgenommen« oder so was.;Wir sind dann in den Physikraum gegangen, und noch in derselben Stunde wurde André zum Direktor gerufen.;was;n;indefinite pronoun;;;;n;18;[['Ich', 'PPER', 'ich'], ['mußte', 'VMFIN', 'müssen'], ['immer', 'ADV', 'immer'], ['nur', 'ADV', 'nur'], ['daran', 'PAV', 'daran'], ['denken', 'VVINF', 'denken'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['vielleicht', 'ADV', 'vielleicht'], ['was', 'PIS', 'was'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['Zeitung', 'NN', 'Zeitung'], ['steht', 'VVFIN', 'stehen'], [',', '$,', ','], ['»', 'ADJA', '<unknown>'], ['Rowdy', 'NN', 'Rowdy'], ['festgenommen', 'VVPP', 'festnehmen'], ['«', 'ADJD', '<unknown>'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['hätte', 'VAFIN', 'haben'], ['ihm', 'PPER', 'er'], ['gern', 'ADV', 'gern'], ['was', 'PIS', 'was'], ['gesagt', 'VVPP', 'sagen'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['mir', 'PPER', 'ich'], ['fiel', 'VVFIN', 'fallen'], ['nichts', 'PIAT', 'nichts'], ['Ordentliches', 'NN', 'Ordentliche'], ['ein', 'PTKVZ', 'ein'], ['.', '$.', '.']];PIS;festnehmen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 40;Ich hatte nie besondere Lust gehabt, sie zu machen, aber jetzt mußte es sein, denn nächste Woche mußte ich den ganzen Trödel abgeben.;Ein paarmal unterbrach mich meine Mutter, weil ich ihr irgend etwas helfen sollte, Wäsche abnehmen und so was.;Die Freundinnen meiner Mutter brachen ungefähr gleichzeitig über uns herein.;was;n;indefinite pronoun;;;;n;18;[['Ein', 'ART', 'eine'], ['paarmal', 'ADV', 'paarmal'], ['unterbrach', 'VVFIN', 'unterbrechen'], ['mich', 'PRF', 'ich'], ['meine', 'PPOSAT', 'mein'], ['Mutter', 'NN', 'Mutter'], [',', '$,', ','], ['weil', 'KOUS', 'weil'], ['ich', 'PPER', 'ich'], ['ihr', 'PPER', 'ihr'], ['irgend', 'ADV', 'irgend'], ['etwas', 'PIS', 'etwas'], ['helfen', 'VVINF', 'helfen'], ['sollte', 'VMFIN', 'sollen'], [',', '$,', ','], ['Wäsche', 'NN', 'Wäsche'], ['abnehmen', 'VVINF', 'abnehmen'], ['und', 'KON', 'und'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['hatte', 'VAFIN', 'haben'], ['nie', 'ADV', 'nie'], ['besondere', 'ADJA', 'besonder'], ['Lust', 'NN', 'Lust'], ['gehabt', 'VAPP', 'haben'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['zu', 'PTKZU', 'zu'], ['machen', 'VVINF', 'machen'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['jetzt', 'ADV', 'jetzt'], ['mußte', 'VMFIN', 'müssen'], ['es', 'PPER', 'es'], ['sein', 'VAINF', 'sein'], [',', '$,', ','], ['denn', 'KON', 'denn'], ['nächste', 'ADJA', 'nah'], ['Woche', 'NN', 'Woche'], ['mußte', 'VMFIN', 'müssen'], ['ich', 'PPER', 'ich'], ['den', 'ART', 'die'], ['ganzen', 'ADJA', 'ganz'], ['Trödel', 'NN', 'Trödel'], ['abgeben', 'VVINF', 'abgeben'], ['.', '$.', '.']];PIS;abnehmen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 52;Zum Beispiel bin ich urplötzlich auf Liebesgedichte abgefahren.;Solche Sachen wie »Oh, Holde, wende hinab dein hehres Haupt« und »Fürwahr, du bist mir gut« und all so was.;Ich war regelrecht scharf auf solche Gedichte.;was;n;indefinite pronoun;;;;n;20;[['Solche', 'PIAT', 'solche'], ['Sachen', 'NN', 'Sache'], ['wie', 'KOKOM', 'wie'], ['»', 'ADJA', '<unknown>'], ['Oh', 'ITJ', 'oh'], [',', '$,', ','], ['Holde', 'NN', 'Holde'], [',', '$,', ','], ['wende', 'VVFIN', 'wenden'], ['hinab', 'ADV', 'hinab'], ['dein', 'PPOSAT', 'dein'], ['hehres', 'NN', '<unknown>'], ['Haupt', 'NE', 'Haupt'], ['«', 'ADJA', '<unknown>'], ['und', 'KON', 'und'], ['»', 'ADJA', '<unknown>'], ['Fürwahr', 'NN', '<unknown>'], [',', '$,', ','], ['du', 'PPER', 'du'], ['bist', 'VAFIN', 'sein'], ['mir', 'PPER', 'ich'], ['gut', 'ADJD', 'gut'], ['«', 'NN', '<unknown>'], ['und', 'KON', 'und'], ['all', 'PIAT', 'alle'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Zum', 'APPRART', 'zu'], ['Beispiel', 'NN', 'Beispiel'], ['bin', 'VAFIN', 'sein'], ['ich', 'PPER', 'ich'], ['urplötzlich', 'ADJD', 'urplötzlich'], ['auf', 'APPR', 'auf'], ['Liebesgedichte', 'NN', 'Liebesgedicht'], ['abgefahren', 'VVPP', 'abfahren'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 67;Er saß in einer Ecke, war vielleicht fünfundzwanzig und hatte Jeans und Pullover an.;Wahrscheinlich war er ein Musikstudent oder so was.;Er hatte eine richtige klassische Haltung, mit Fußstütze und so, aber er kam ohne Noten aus.;was;n;indefinite pronoun;;;;n;8;[['Wahrscheinlich', 'ADJD', 'wahrscheinlich'], ['war', 'VAFIN', 'sein'], ['er', 'PPER', 'er'], ['ein', 'ART', 'eine'], ['Musikstudent', 'NN', 'Musikstudent'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['saß', 'VVFIN', 'sitzen'], ['in', 'APPR', 'in'], ['einer', 'ART', 'eine'], ['Ecke', 'NN', 'Ecke'], [',', '$,', ','], ['war', 'VAFIN', 'sein'], ['vielleicht', 'ADV', 'vielleicht'], ['fünfundzwanzig', 'CARD', 'fünfundzwanzig'], ['und', 'KON', 'und'], ['hatte', 'VAFIN', 'haben'], ['Jeans', 'NN', 'Jeans'], ['und', 'KON', 'und'], ['Pullover', 'NN', 'Pullover'], ['an', 'PTKVZ', 'an'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 82;Ach, sag mal, hattest du nicht auch trouble mit Schneider? «;»Ja, da war mal was.;Aber... «;was;n;indefinite pronoun;;;;n;5;[['»', 'ADJA', '<unknown>'], ['Ja', 'NN', 'Ja'], [',', '$,', ','], ['da', 'ADV', 'da'], ['war', 'VAFIN', 'sein'], ['mal', 'ADV', 'mal'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ach', 'ITJ', 'ach'], [',', '$,', ','], ['sag', 'VVIMP', 'sagen'], ['mal', 'ADV', 'mal'], [',', '$,', ','], ['hattest', 'VAFIN', 'haben'], ['du', 'PPER', 'du'], ['nicht', 'PTKNEG', 'nicht'], ['auch', 'ADV', 'auch'], ['trouble', 'ADJD', '<unknown>'], ['mit', 'APPR', 'mit'], ['Schneider', 'NE', 'Schneider'], ['?', '$.', '?'], ['«', 'NN', '<unknown>']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 84;Da kamen so viele, die wirklich Antworten von ihm erwartet hatten oder erhofft hatten.;Und dann so was.;Dylan sagte nichts, gar nichts.;was;n;indefinite pronoun;;;;n;4;[['Und', 'KON', 'und'], ['dann', 'ADV', 'dann'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Da', 'ADV', 'da'], ['kamen', 'VVFIN', 'kommen'], ['so', 'ADV', 'so'], ['viele', 'PIS', 'viele'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['wirklich', 'ADJD', 'wirklich'], ['Antworten', 'NN', 'Antwort'], ['von', 'APPR', 'von'], ['ihm', 'PPER', 'er'], ['erwartet', 'VVPP', 'erwarten'], ['hatten', 'VAFIN', 'haben'], ['oder', 'KON', 'oder'], ['erhofft', 'VVPP', 'erhoffen'], ['hatten', 'VAFIN', 'haben'], ['.', '$.', '.']];PIS;haben;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 98;Er war es, denn nach den Winterferien bekamen wir eine neue Physiklehrerin.;Droost war nämlich Alkoholiker oder so was.;Zumindest war er auf der Strecke nicht ganz ohne.;was;n;indefinite pronoun;;;;n;7;[['Droost', 'ADJD', '<unknown>'], ['war', 'VAFIN', 'sein'], ['nämlich', 'ADV', 'nämlich'], ['Alkoholiker', 'NN', 'Alkoholiker'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['war', 'VAFIN', 'sein'], ['es', 'PPER', 'es'], [',', '$,', ','], ['denn', 'KON', 'denn'], ['nach', 'APPR', 'nach'], ['den', 'ART', 'die'], ['Winterferien', 'NN', 'Winterferien'], ['bekamen', 'VVFIN', 'bekommen'], ['wir', 'PPER', 'wir'], ['eine', 'ART', 'eine'], ['neue', 'ADJA', 'neu'], ['Physiklehrerin', 'NN', 'Physiklehrerin'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 122;Ich finde, das Wichtigste an dieser ganzen Geschichte mit Jesus ist, daß er wirklich gelebt hat.;Daß er keine Märchenfigur ist oder so was.;Das Wichtigste an Jesus ist doch, daß jeder, der an ihn glaubt, an etwas Wirkliches glaubt.;was;n;indefinite pronoun;;;;n;8;[['Daß', 'KOUS', 'dass'], ['er', 'PPER', 'er'], ['keine', 'PIAT', 'keine'], ['Märchenfigur', 'NN', 'Märchenfigur'], ['ist', 'VAFIN', 'sein'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['finde', 'VVFIN', 'finden'], [',', '$,', ','], ['das', 'ART', 'die'], ['Wichtigste', 'NN', 'Wichtigste'], ['an', 'APPR', 'an'], ['dieser', 'PDAT', 'dies'], ['ganzen', 'ADJA', 'ganz'], ['Geschichte', 'NN', 'Geschichte'], ['mit', 'APPR', 'mit'], ['Jesus', 'NE', 'Jesus'], ['ist', 'VAFIN', 'sein'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['er', 'PPER', 'er'], ['wirklich', 'ADJD', 'wirklich'], ['gelebt', 'VVPP', 'leben'], ['hat', 'VAFIN', 'haben'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 143;Sie passierte mir, als ich fünfzehn war.;Ich ging da allein ins Kino, irgendein amerikanischer Gagfilm, »Beverly Hills Cop« oder so was.;Neben mich setzte sich eine halbe Portion von einem Mädchen.;was;n;indefinite pronoun;;;;n;15;[['Ich', 'PPER', 'ich'], ['ging', 'VVFIN', 'gehen'], ['da', 'ADV', 'da'], ['allein', 'ADV', 'allein'], ['ins', 'APPRART', 'in'], ['Kino', 'NN', 'Kino'], [',', '$,', ','], ['irgendein', 'PIAT', 'irgendeine'], ['amerikanischer', 'ADJA', 'amerikanisch'], ['Gagfilm', 'NN', '<unknown>'], [',', '$,', ','], ['»', 'ADJA', '<unknown>'], ['Beverly', 'NN', '<unknown>'], ['Hills', 'NN', '<unknown>'], ['Cop', 'NE', '<unknown>'], ['«', 'ADJD', '<unknown>'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Sie', 'PPER', 'Sie'], ['passierte', 'VVFIN', 'passieren'], ['mir', 'PPER', 'ich'], [',', '$,', ','], ['als', 'KOUS', 'als'], ['ich', 'PPER', 'ich'], ['fünfzehn', 'CARD', 'fünfzehn'], ['war', 'VAFIN', 'sein'], ['.', '$.', '.']];PIS;gehen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 148;»... also du machst dir ja keinen Begriff.;Jedenfalls schafften sie's auch auf die Tour, aber als ich zum Schluß die Nase so voll hatte, daß ich einfach alles sagte, was ich so dachte, da haben die mich nicht mal unterbrochen oder so was.;Ich meine - so was hat doch Format.;was;n;indefinite pronoun;;;;y, nicht;36;"[['Jedenfalls', 'ADV', 'jedenfalls'], ['schafften', 'VVFIN', 'schaffen'], [""sie's"", 'NE', '<unknown>'], ['auch', 'ADV', 'auch'], ['auf', 'APPR', 'auf'], ['die', 'ART', 'die'], ['Tour', 'NN', 'Tour'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['als', 'KOUS', 'als'], ['ich', 'PPER', 'ich'], ['zum', 'APPRART', 'zu'], ['Schluß', 'NN', 'Schluss'], ['die', 'ART', 'die'], ['Nase', 'NN', 'Nase'], ['so', 'ADV', 'so'], ['voll', 'ADJD', 'voll'], ['hatte', 'VAFIN', 'haben'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['ich', 'PPER', 'ich'], ['einfach', 'ADJD', 'einfach'], ['alles', 'PIS', 'alle'], ['sagte', 'VVFIN', 'sagen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['ich', 'PPER', 'ich'], ['so', 'ADV', 'so'], ['dachte', 'VVFIN', 'denken'], [',', '$,', ','], ['da', 'KOUS', 'da'], ['haben', 'VAFIN', 'haben'], ['die', 'ART', 'die'], ['mich', 'PRF', 'ich'], ['nicht', 'PTKNEG', 'nicht'], ['mal', 'ADV', 'mal'], ['unterbrochen', 'VVPP', 'unterbrechen'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']]";[['»', 'NN', '<unknown>'], ['...', '$.', '...'], ['also', 'ADV', 'also'], ['du', 'PPER', 'du'], ['machst', 'VVFIN', 'machen'], ['dir', 'PRF', 'du'], ['ja', 'ADV', 'ja'], ['keinen', 'PIAT', 'keine'], ['Begriff', 'NN', 'Begriff'], ['.', '$.', '.']];PIS;unterbrechen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 159;Er sagte bloß, daß sich »unser Biertrinker« Kai Wenner und Sabine Umbach in der Pause im Lehrerzimmer melden sollen.;Kai hatte sich an irgendeiner Fachschule um was Künstlerisches beworben, Formgestaltung oder Mode oder so was.;An unserer Schule hatten sie ihm allerdings eine miserable Beurteilung verpaßt, und das war sicher ein Grund für die Ablehnung.;was;n;indefinite pronoun;;;;n;16;[['Kai', 'NN', 'Kai'], ['hatte', 'VAFIN', 'haben'], ['sich', 'PRF', 'sich'], ['an', 'APPR', 'an'], ['irgendeiner', 'PIAT', 'irgendeine'], ['Fachschule', 'NN', 'Fachschule'], ['um', 'APPR', 'um'], ['was', 'PIAT', 'was'], ['Künstlerisches', 'NN', 'Künstlerische'], ['beworben', 'VVPP', 'bewerben'], [',', '$,', ','], ['Formgestaltung', 'NN', 'Formgestaltung'], ['oder', 'KON', 'oder'], ['Mode', 'NN', 'Mode'], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['sagte', 'VVFIN', 'sagen'], ['bloß', 'ADJD', 'bloß'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['sich', 'PRF', 'sich'], ['»', 'NN', '<unknown>'], ['unser', 'PPOSAT', 'unser'], ['Biertrinker', 'NN', 'Biertrinker'], ['«', 'ADJA', '<unknown>'], ['Kai', 'NN', 'Kai'], ['Wenner', 'NE', 'Wenner'], ['und', 'KON', 'und'], ['Sabine', 'NE', 'Sabine'], ['Umbach', 'NN', '<unknown>'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['Pause', 'NN', 'Pause'], ['im', 'APPRART', 'in'], ['Lehrerzimmer', 'NN', 'Lehrerzimmer'], ['melden', 'VVINF', 'melden'], ['sollen', 'VMFIN', 'sollen'], ['.', '$.', '.']];PIS;bewerben;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 205;Es regnete eben, und das machte mir eigentlich auch nichts aus.;Aber dann tat ich doch noch was.;Ich weiß nicht, ob du von Gerhard Schöne dieses Lied kennst:;was;n;indefinite pronoun;;;;n;7;[['Aber', 'KON', 'aber'], ['dann', 'ADV', 'dann'], ['tat', 'VVFIN', 'tun'], ['ich', 'PPER', 'ich'], ['doch', 'ADV', 'doch'], ['noch', 'ADV', 'noch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Es', 'PPER', 'es'], ['regnete', 'VVFIN', 'regnen'], ['eben', 'ADV', 'eben'], [',', '$,', ','], ['und', 'KON', 'und'], ['das', 'PDS', 'die'], ['machte', 'VVFIN', 'machen'], ['mir', 'PPER', 'ich'], ['eigentlich', 'ADV', 'eigentlich'], ['auch', 'ADV', 'auch'], ['nichts', 'PIS', 'nichts'], ['aus', 'PTKVZ', 'aus'], ['.', '$.', '.']];PIS;tun;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 226;Ich kletterte wieder hoch und steckte den Kopf aus der Dachluke.;Er fragte mich noch was.;Er war etwas befangen.;was;n;indefinite pronoun;;;;n;5;[['Er', 'PPER', 'er'], ['fragte', 'VVFIN', 'fragen'], ['mich', 'PRF', 'ich'], ['noch', 'ADV', 'noch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['kletterte', 'VVFIN', 'klettern'], ['wieder', 'ADV', 'wieder'], ['hoch', 'ADJD', 'hoch'], ['und', 'KON', 'und'], ['steckte', 'VVFIN', 'stecken'], ['den', 'ART', 'die'], ['Kopf', 'NN', 'Kopf'], ['aus', 'APPR', 'aus'], ['der', 'ART', 'die'], ['Dachluke', 'NN', 'Dachluke'], ['.', '$.', '.']];PIS;fragen;NA;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 228;Ich konnte mir schon ausmalen, was da noch kommt - bloß daß er so gottverdammt langsam sprechen mußte!;Ich habe einfach keine Nerven für so was.;»Überhaupt wurde klar, daß ich für die Band auch die Katzen aufgeben muß.;was;n;indefinite pronoun;;;;y, indefpron;8;[['Ich', 'PPER', 'ich'], ['habe', 'VAFIN', 'haben'], ['einfach', 'ADJD', 'einfach'], ['keine', 'PIAT', 'keine'], ['Nerven', 'NN', 'Nerv|Nerven'], ['für', 'APPR', 'für'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ich', 'PPER', 'ich'], ['konnte', 'VMFIN', 'können'], ['mir', 'PPER', 'ich'], ['schon', 'ADV', 'schon'], ['ausmalen', 'VVINF', 'ausmalen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['da', 'ADV', 'da'], ['noch', 'ADV', 'noch'], ['kommt', 'VVFIN', 'kommen'], ['-', '$(', '-'], ['bloß', 'ADJD', 'bloß'], ['daß', 'KOUS', 'dass'], ['er', 'PPER', 'er'], ['so', 'ADV', 'so'], ['gottverdammt', 'ADJD', 'gottverdammt'], ['langsam', 'ADJD', 'langsam'], ['sprechen', 'VVINF', 'sprechen'], ['mußte', 'VMFIN', 'müssen'], ['!', '$.', '!']];PIS;haben;NA;
Gebrauchsliteratur;Schäfer-Elmayer, Thomas: Der Elmayer. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1991], S. 13478;Die Palette der möglichen Gelegenheiten reicht von der Willkommens- und Housewarming-Party bis hin zur Abschiedsparty.;Im folgenden ein paar Anregungen für alle, die gerne feiern, aber noch nicht so genau wissen, was.;Unter Bottle-Party versteht man, daß die Gäste Getränke beisteuern.;was;y;;wissen;-1;s;y, nicht;17;[['Im', 'APPRART', 'in'], ['folgenden', 'ADJA', 'folgend'], ['ein', 'ART', 'eine'], ['paar', 'PIAT', 'paar'], ['Anregungen', 'NN', 'Anregung'], ['für', 'APPR', 'für'], ['alle', 'PIS', 'alle'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['gerne', 'ADV', 'gerne'], ['feiern', 'VVFIN', 'feiern'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['noch', 'ADV', 'noch'], ['nicht', 'PTKNEG', 'nicht'], ['so', 'ADV', 'so'], ['genau', 'ADJD', 'genau'], ['wissen', 'VVFIN', 'wissen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['Palette', 'NN', 'Palette'], ['der', 'ART', 'die'], ['möglichen', 'ADJA', 'möglich'], ['Gelegenheiten', 'NN', 'Gelegenheit'], ['reicht', 'VVFIN', 'reichen'], ['von', 'APPR', 'von'], ['der', 'ART', 'die'], ['Willkommens-', 'TRUNC', 'Willkommens-'], ['und', 'KON', 'und'], ['Housewarming-Party', 'NN', '<unknown>'], ['bis', 'APPR', 'bis'], ['hin', 'ADV', 'hin'], ['zur', 'APPRART', 'zu'], ['Abschiedsparty', 'NN', 'Abschiedsparty'], ['.', '$.', '.']];PRELS;wissen;y;
Belletristik;Loriot [d.i. Vicco von Bülow]: Sehr verehrte Damen und Herren ..., Zürich: Diogenes 1993, S. 35;Aber da hängen wir nun, und in den Feuilleton-Redaktionen der Tagespresse schiebt man sich den Schwarzen Peter zu, wer um alles in der Welt darüber zu schreiben hat.;Und was.;Nur die Überschrift steht schon fest:;was;y;;den schwarzen Peter zuschieben;-2;s;n;2;[['Und', 'KON', 'und'], ['was', 'PWS', 'was'], ['.', '$.', '.']];[['Aber', 'KON', 'aber'], ['da', 'ADV', 'da'], ['hängen', 'VVFIN', 'hängen'], ['wir', 'PPER', 'wir'], ['nun', 'ADV', 'nun'], [',', '$,', ','], ['und', 'KON', 'und'], ['in', 'APPR', 'in'], ['den', 'ART', 'die'], ['Feuilleton-Redaktionen', 'NN', '<unknown>'], ['der', 'ART', 'die'], ['Tagespresse', 'NN', 'Tagespresse'], ['schiebt', 'VVFIN', 'schieben'], ['man', 'PIS', 'man'], ['sich', 'PRF', 'sich'], ['den', 'ART', 'die'], ['Schwarzen', 'NN', 'Schwarze'], ['Peter', 'NE', 'Peter'], ['zu', 'PTKVZ', 'zu'], [',', '$,', ','], ['wer', 'PWS', 'wer'], ['um', 'APPR', 'um'], ['alles', 'PIS', 'alle'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['Welt', 'NN', 'Welt'], ['darüber', 'PAV', 'darüber'], ['zu', 'PTKZU', 'zu'], ['schreiben', 'VVINF', 'schreiben'], ['hat', 'VAFIN', 'haben'], ['.', '$.', '.']];PWS;haben;n;
